Name;ADIDAS (XET);AIRBUS (XET);ALLIANZ (XET);BASF (XET);BAYER (XET);BEIERSDORF (XET);BMW (XET);BRENNTAG (XET);COMMERZBANK (XET);CONTINENTAL (XET);COVESTRO (XET);DAIMLER TRUCK (XET) HOLDING E;DEUTSCHE BANK (XET);DEUTSCHE BOERSE (XET);DEUTSCHE POST (XET);DEUTSCHE TELEKOM (XET);DR ING HC F PORSCHE(XET) PREF.;E ON N (XET);FRESENIUS (XET);HANNOVER RUECK (XET);HEIDELBERG (XET) MATERIALS;HENKEL PREF. (XET);INFINEON TECHS. (XET);MERCEDES-BENZ GROUP(XET) N;MERCK KGAA (XET);MTU AERO ENGINES (XET) HLDG.;MUENCHENER RUCK. (XET);PORSCHE AML.HLDG. (XET) PREF.;QIAGEN (XET);RHEINMETALL (XET);RWE (XET);SAP (XET);SARTORIUS PREF. (XET);SIEMENS (XET);SIEMENS ENERGY N (XET);SIEMENS (XET) HEALTHINEERS;SYMRISE (XET);VOLKSWAGEN PREF. (XET);VONOVIA (XET);ZALANDO (XET)
07.02.2024;175,42;150,8;245,25;44,59;28,7;140,95;99,14;80,68;10,38;73,84;47,78;34,03;11,602;186,3;42,09;22,355;81,14;12,11;25,49;230,6;86,72;71,28;31,88;63,98;149,7;217,5;401;45,68;40,55;333,8;32,72;168;347,7;168,16;14,37;53,94;97,32;117,72;26,94;18,725
08.02.2024;172,4;151,38;243,85;44,705;27,745;140,1;101,96;80,82;10,28;76,08;47,95;34,2;11,614;188,05;42,725;22,175;81,66;12,025;25,35;229,3;84,82;71,24;33,15;65,04;150,85;218,3;400,8;45,91;40,55;332,1;32,95;168;342,5;169,78;13,91;54,32;96,7;118,74;26,7;19,02
09.02.2024;171,74;150,5;243;44,02;27,785;138,1;102;78,94;10,395;75,42;48,2;34,33;11,6;186,8;42,36;22,165;80,24;11,96;25,14;227;83,64;70,78;33,64;64,92;152,25;218;400,7;45,99;40,6;336,6;32,46;168,32;343,9;165,52;13,72;54,16;95,42;118,58;26,17;18,975
12.02.2024;174,24;149,98;246,25;44,82;28,325;138,55;102,14;79,72;10,58;75,68;49,2;34,68;11,874;187,6;42,235;22,26;81;12,005;25,74;230;83,8;71,04;34,265;65,65;152,2;217,9;406,3;46,45;40,75;348,9;32,51;167,76;335;165,14;14,505;53,98;96,18;119,76;26,58;19,62
13.02.2024;170,6;148,96;245,7;45,06;27,91;138;100,88;78,48;10,505;76,44;48,7;34,5;11,876;187;41,88;22,215;80,64;11,875;25,47;232,6;83,26;70,64;32,565;65,44;151,35;217,1;410,6;46,18;40,11;365;32,19;162,76;329,9;163,68;14,195;53,98;96,82;118,62;25,82;19,27
14.02.2024;174,86;150,32;244,6;45,57;28,07;137,25;101,16;79,3;10,48;76,14;48,75;34,58;11,93;187,05;42,15;22,1;79,72;11,77;26,08;231,3;82,36;70,2;32,995;65,53;154;220,3;409,9;45,98;39,8;364,4;31,84;164,88;329,4;165,04;14,08;53,72;97,34;117,78;25,77;19,555
15.02.2024;174,12;148,82;246;46,085;28,055;137,15;102,62;79,56;11,06;76,68;48,78;35,21;12,012;185,8;42,535;22,14;79,2;11,855;26,34;230,8;82,68;70,18;33,34;66,85;155,45;222,1;413,4;46,77;39,58;377,2;32,08;164,38;331,6;167;13,835;54,24;97,98;119,18;26,52;20,02
16.02.2024;176,24;146,26;247,1;46,59;28,61;137,25;104,1;80,32;10,82;77,06;48,17;35,55;11,982;187,65;42,72;22,185;80,62;11,755;26,44;228,8;85,32;70,34;33,46;67,38;155,7;227;408,7;47,47;39,96;388,2;31,8;165,08;337,7;169,22;13,895;55,08;97,96;119,66;26,66;19,82
19.02.2024;179,72;144,28;248,65;45,775;28,9;136,45;102,82;80,8;10,73;74,02;46,98;35,16;11,996;187,1;42,995;22,27;79,64;11,84;26,67;227,8;85,8;70,58;33,14;67,63;155,75;225,1;407,4;46,06;39,59;404,1;31,21;164,24;331,6;169,58;14;55,4;98,32;119,98;26,74;19,585
20.02.2024;181,12;144,96;249,4;46,045;28,765;139,05;101,82;81,56;10,605;72,94;47,85;35,51;11,954;188,85;42,98;22,265;79,08;12,035;26,04;231,6;87,68;71,46;32,56;66,78;153,4;223,5;412,8;45,14;39,45;401,9;31,17;163,06;334,9;168,72;13,43;54,92;98,42;118,08;26,58;19,65
21.02.2024;181,44;145,84;250,7;46,405;28,93;139,55;104,3;81,5;10,57;73,9;47,57;36,22;11,994;186,45;43,1;22,21;80,86;11,98;26,2;231,3;88,64;71,26;32,895;68,07;153,6;223,1;413,1;45,6;39,35;400;31,18;162,28;331,9;169,42;13,88;53,3;97,02;119,58;26,4;19,5
22.02.2024;187,82;147,46;255,1;46,845;28,91;140,6;105,08;83,02;10,7;74,08;49,83;36,22;12,252;188;43,505;22,345;81,16;11,805;25,77;234,2;85,72;71,04;33,61;71,27;157,1;216,1;419,3;48,02;39,91;401,7;31,11;167,22;341,2;172,1;13,9;54,42;97,1;122,4;26,5;19,23
23.02.2024;188,78;148;246,5;46,6;28,815;140,75;106,72;84;10,72;74,36;50;36,67;12,39;191,3;43,455;22,13;82,66;11,8;25,67;236,2;84,78;70,28;33,1;71,68;159;215,5;423,4;48,83;40,13;410,3;30,97;169,8;341,1;175,3;13,73;54,62;97,08;124;26,44;19,38
26.02.2024;188,2;147,4;245,65;46,33;28,585;140,95;107,48;83,06;10,745;73,48;50,08;36,91;12,302;192,55;42,92;22,05;82,5;11,74;25,95;235,9;86,12;70,04;33,225;71,36;156,25;215,3;421,5;48,92;40,1;421,8;30,36;173;337,2;174,9;13,89;55,54;97,9;123,02;26,03;19,12
27.02.2024;188,16;148,02;248;47,455;29,135;139,1;107,68;83,5;10,865;75,1;49,96;37,27;12,384;192,75;42,835;22,115;84,14;11,7;26,08;233;86,82;69,82;34,565;72,16;157,85;214,3;421,6;49,41;40,01;414,8;31,01;174,8;341,8;176,62;14,05;55,64;96,32;124,08;26,24;19,355
28.02.2024;189,84;153,76;248,55;46,97;28,56;137,7;109,16;83,76;10,865;74,72;49,43;37,46;12,396;192,55;43,19;21,99;85,12;11,735;25,99;234,7;88,44;68,92;33,17;73,4;158,85;218,9;424,8;49,46;39,8;421,4;30,79;172,12;345,4;179,86;13,93;54,88;94,7;125,88;25,61;19,44
29.02.2024;187,12;153,02;253,85;47,075;28,09;132,55;109,22;84,38;10,695;74,08;50,3;37,78;12,362;193,6;42,91;21,985;86,34;11,81;25,88;237,3;89,7;69,56;33,095;73,64;157,8;222,3;430,4;49,38;39,63;424;31;172,88;349,8;182,94;14,205;55,5;94,56;125,34;25,8;19,52
01.03.2024;187;152,64;251,8;47,985;28,33;132,7;109,8;85,86;10,86;73,78;50,42;44,62;12,566;192,85;42,545;21,985;86,46;11,86;25,8;236,9;89,88;70,4;33,985;74,09;158,1;219,2;424,8;49,09;39,88;429,1;30,66;173,34;351,7;181,28;14,35;55,72;96,14;119,16;26,73;19,8
04.03.2024;184,5;155,32;252;47,1;28,08;133,05;109,94;85;10,695;73,26;49,36;42,83;12,596;192,5;42,405;22,025;83,76;11,75;24,71;236,9;89,26;69,02;33,58;73,74;158,15;225,1;429,7;48,45;40,38;430;30,6;175,22;347,2;181,08;14,05;56,18;96,04;120,68;26,18;19,14
05.03.2024;185,1;157,72;254,45;47,25;25,955;131,65;109,36;84,88;10,89;72,64;48,77;43,15;12,632;192,6;41,69;22,255;83,7;11,975;25,64;239,4;88;69,62;33,16;73,76;159,05;227,8;430,8;48,24;40,84;434,5;31,51;173,48;348,3;178,54;13,775;56,58;96,54;119,16;26,32;18,925
06.03.2024;185,96;158,3;254,6;48,53;26,645;131,85;107,7;85,42;10,705;72,82;48,33;42,99;12,562;190,9;39,07;22,24;83,58;11,925;25,03;239,4;87,78;70,34;33,83;72,85;158,3;227,1;430,7;47,64;40,82;432,3;31,74;175,28;354,8;180;13,94;56,78;102,9;116,78;25,74;19,53
07.03.2024;188,4;158,34;256,3;49,06;26,405;132,9;106,96;80,5;11,055;71,94;48,21;43,21;12,712;192,4;39,355;22,075;82,92;12,03;25,66;242,3;89,66;71,86;34,87;72,4;156,6;230,2;436,2;47,05;40,71;436,5;32,23;177,78;367,8;181,54;14,265;57,5;105,5;116,54;26,53;19,4
08.03.2024;189,14;158;258,8;48,805;26,275;135,05;107,14;80,3;11,135;70,14;49,11;43,61;12,804;189,45;38,445;21,915;82,12;11,99;25,72;239,5;90,08;72,52;34,295;72,55;157,05;228,4;439,4;46,52;40,79;421,8;31,84;176,94;366,1;181,92;14,17;57,7;107,85;116,5;26,89;19,045
